역번호,호선,updnLine,시간대,요일_카테고리,congestionCar_1,congestionCar_2,congestionCar_3,congestionCar_4,congestionCar_5,congestionCar_6,congestionCar_1_fft,congestionCar_2_fft,congestionCar_3_fft,congestionCar_4_fft,congestionCar_5_fft,congestionCar_6_fft
809,8.000000,0,530.000000,일요일,1.000000,1.083333,1.083333,1.166667,1.083333,1.083333,1.000000,1.083333,1.083333,1.166667,1.083333,1.083333
810,8.000000,0,530.000000,일요일,2.375000,3.458333,2.458333,2.291667,1.916667,1.666667,2.375000,3.458333,2.458333,2.291667,1.916667,1.666667
811,8.000000,0,530.000000,일요일,3.750000,5.833333,3.833333,3.416667,2.750000,2.250000,3.750000,5.833333,3.833333,3.416667,2.750000,2.250000
812,8.000000,0,530.000000,일요일,4.916667,6.972222,5.083333,4.638889,4.250000,3.638889,4.916667,6.972222,5.083333,4.638889,4.250000,3.638889
813,8.000000,0,530.000000,일요일,6.083333,8.111111,6.333333,5.861111,5.750000,5.027778,6.083333,8.111111,6.333333,5.861111,5.750000,5.027778
814,8.000000,0,530.000000,일요일,7.250000,9.250000,7.583333,7.083333,7.250000,6.416667,7.250000,9.250000,7.583333,7.083333,7.250000,6.416667
815,8.000000,0,530.000000,일요일,9.277778,12.055556,11.388889,10.166667,11.277778,10.277778,9.277778,12.055556,11.388889,10.166667,11.277778,10.277778
816,8.000000,0,530.000000,일요일,11.305556,14.861111,15.194444,13.250000,15.305556,14.138889,11.305556,14.861111,15.194444,13.250000,15.305556,14.138889
817,8.000000,0,530.000000,일요일,13.333333,17.666667,19.000000,16.333333,19.333333,18.000000,13.333333,17.666667,19.000000,16.333333,19.333333,18.000000
818,8.000000,0,530.000000,일요일,11.333333,15.666667,16.000000,14.333333,16.666667,14.833333,11.333333,15.666667,16.000000,14.333333,16.666667,14.833333
819,8.000000,0,530.000000,일요일,9.333333,13.666667,13.000000,12.333333,14.000000,11.666667,9.333333,13.666667,13.000000,12.333333,14.000000,11.666667
820,8.000000,0,530.000000,일요일,7.333333,12.000000,10.833333,10.833333,12.333333,10.666667,7.333333,12.000000,10.833333,10.833333,12.333333,10.666667
821,8.000000,0,530.000000,일요일,5.333333,10.333333,8.666667,9.333333,10.666667,9.666667,5.333333,10.333333,8.666667,9.333333,10.666667,9.666667
809,8.000000,0,530.000000,토요일,1.500000,1.833333,1.916667,2.166667,1.833333,1.750000,1.500000,1.833333,1.916667,2.166667,1.833333,1.750000
810,8.000000,0,530.000000,토요일,4.625000,6.500000,5.166667,4.916667,3.916667,3.208333,4.625000,6.500000,5.166667,4.916667,3.916667,3.208333
811,8.000000,0,530.000000,토요일,7.750000,11.166667,8.416667,7.666667,6.000000,4.666667,7.750000,11.166667,8.416667,7.666667,6.000000,4.666667
812,8.000000,0,530.000000,토요일,10.611111,14.555556,11.638889,10.388889,9.500000,8.055556,10.611111,14.555556,11.638889,10.388889,9.500000,8.055556
813,8.000000,0,530.000000,토요일,13.472222,17.944444,14.861111,13.111111,13.000000,11.444444,13.472222,17.944444,14.861111,13.111111,13.000000,11.444444
814,8.000000,0,530.000000,토요일,16.333333,21.333333,18.083333,15.833333,16.500000,14.833333,16.333333,21.333333,18.083333,15.833333,16.500000,14.833333
815,8.000000,0,530.000000,토요일,19.555556,25.888889,24.277778,21.222222,23.666667,21.555556,19.555556,25.888889,24.277778,21.222222,23.666667,21.555556
816,8.000000,0,530.000000,토요일,22.777778,30.444444,30.472222,26.611111,30.833333,28.277778,22.777778,30.444444,30.472222,26.611111,30.833333,28.277778
817,8.000000,0,530.000000,토요일,26.000000,35.000000,36.666667,32.000000,38.000000,35.000000,26.000000,35.000000,36.666667,32.000000,38.000000,35.000000
818,8.000000,0,530.000000,토요일,22.666667,31.500000,32.000000,28.666667,33.166667,29.500000,22.666667,31.500000,32.000000,28.666667,33.166667,29.500000
819,8.000000,0,530.000000,토요일,19.333333,28.000000,27.333333,25.333333,28.333333,24.000000,19.333333,28.000000,27.333333,25.333333,28.333333,24.000000
820,8.000000,0,530.000000,토요일,15.333333,24.666667,23.000000,22.666667,25.333333,22.000000,15.333333,24.666667,23.000000,22.666667,25.333333,22.000000
821,8.000000,0,530.000000,토요일,11.333333,21.333333,18.666667,20.000000,22.333333,20.000000,11.333333,21.333333,18.666667,20.000000,22.333333,20.000000
809,8.000000,0,530.000000,평일,1.527778,1.527778,2.416667,2.972222,1.805556,1.416667,1.527778,1.527778,2.416667,2.972222,1.805556,1.416667
810,8.000000,0,530.000000,평일,5.430556,5.638889,5.361111,4.736111,3.625000,3.055556,5.430556,5.638889,5.361111,4.736111,3.625000,3.055556
811,8.000000,0,530.000000,평일,9.333333,9.750000,8.305556,6.500000,5.444444,4.694444,9.333333,9.750000,8.305556,6.500000,5.444444,4.694444
812,8.000000,0,530.000000,평일,12.601852,14.111111,11.546296,9.777778,9.009259,9.805556,12.601852,14.111111,11.546296,9.777778,9.009259,9.805556
813,8.000000,0,530.000000,평일,15.870370,18.472222,14.787037,13.055556,12.574074,14.916667,15.870370,18.472222,14.787037,13.055556,12.574074,14.916667
814,8.000000,0,530.000000,평일,19.138889,22.833333,18.027778,16.333333,16.138889,20.027778,19.138889,22.833333,18.027778,16.333333,16.138889,20.027778
815,8.000000,0,530.000000,평일,24.314815,30.555556,25.500000,23.962963,24.870370,35.870370,24.314815,30.555556,25.500000,23.962963,24.870370,35.870370
816,8.000000,0,530.000000,평일,29.490741,38.277778,32.972222,31.592593,33.601852,51.712963,29.490741,38.277778,32.972222,31.592593,33.601852,51.712963
817,8.000000,0,530.000000,평일,34.666667,46.000000,40.444444,39.222222,42.333333,67.555556,34.666667,46.000000,40.444444,39.222222,42.333333,67.555556
818,8.000000,0,530.000000,평일,30.777778,41.944444,38.722222,37.833333,38.555556,54.722222,30.777778,41.944444,38.722222,37.833333,38.555556,54.722222
819,8.000000,0,530.000000,평일,26.888889,37.888889,37.000000,36.444444,34.777778,41.888889,26.888889,37.888889,37.000000,36.444444,34.777778,41.888889
820,8.000000,0,530.000000,평일,20.722222,29.666667,29.222222,29.944444,29.277778,34.944444,20.722222,29.666667,29.222222,29.944444,29.277778,34.944444
821,8.000000,0,530.000000,평일,14.555556,21.444444,21.444444,23.444444,23.777778,28.000000,14.555556,21.444444,21.444444,23.444444,23.777778,28.000000
809,8.000000,0,630.000000,일요일,1.208333,3.541667,4.125000,3.500000,3.750000,1.708333,1.208333,3.541667,4.125000,3.500000,3.750000,1.708333
810,8.000000,0,630.000000,일요일,4.770833,8.437500,7.395833,5.416667,4.708333,2.437500,4.770833,8.437500,7.395833,5.416667,4.708333,2.437500
811,8.000000,0,630.000000,일요일,8.333333,13.333333,10.666667,7.333333,5.666667,3.166667,8.333333,13.333333,10.666667,7.333333,5.666667,3.166667
812,8.000000,0,630.000000,일요일,8.444444,13.444444,10.611111,7.722222,6.888889,5.222222,8.444444,13.444444,10.611111,7.722222,6.888889,5.222222
813,8.000000,0,630.000000,일요일,8.555556,13.555556,10.555556,8.111111,8.111111,7.277778,8.555556,13.555556,10.555556,8.111111,8.111111,7.277778
814,8.000000,0,630.000000,일요일,8.666667,13.666667,10.500000,8.500000,9.333333,9.333333,8.666667,13.666667,10.500000,8.500000,9.333333,9.333333
815,8.000000,0,630.000000,일요일,8.277778,13.000000,10.611111,8.555556,9.777778,10.833333,8.277778,13.000000,10.611111,8.555556,9.777778,10.833333
816,8.000000,0,630.000000,일요일,7.888889,12.333333,10.722222,8.611111,10.222222,12.333333,7.888889,12.333333,10.722222,8.611111,10.222222,12.333333
817,8.000000,0,630.000000,일요일,7.500000,11.666667,10.833333,8.666667,10.666667,13.833333,7.500000,11.666667,10.833333,8.666667,10.666667,13.833333
818,8.000000,0,630.000000,일요일,6.583333,11.083333,9.833333,7.666667,9.333333,10.916667,6.583333,11.083333,9.833333,7.666667,9.333333,10.916667
819,8.000000,0,630.000000,일요일,5.666667,10.500000,8.833333,6.666667,8.000000,8.000000,5.666667,10.500000,8.833333,6.666667,8.000000,8.000000
820,8.000000,0,630.000000,일요일,4.083333,8.916667,7.166667,5.583333,7.000000,7.083333,4.083333,8.916667,7.166667,5.583333,7.000000,7.083333
821,8.000000,0,630.000000,일요일,2.500000,7.333333,5.500000,4.500000,6.000000,6.166667,2.500000,7.333333,5.500000,4.500000,6.000000,6.166667
809,8.000000,0,630.000000,토요일,2.000000,5.291667,6.166667,5.541667,5.833333,2.750000,2.000000,5.291667,6.166667,5.541667,5.833333,2.750000
810,8.000000,0,630.000000,토요일,7.500000,13.291667,11.437500,8.562500,7.666667,3.812500,7.500000,13.291667,11.437500,8.562500,7.666667,3.812500
811,8.000000,0,630.000000,토요일,13.000000,21.291667,16.708333,11.583333,9.500000,4.875000,13.000000,21.291667,16.708333,11.583333,9.500000,4.875000
812,8.000000,0,630.000000,토요일,13.819444,22.263889,17.444444,12.916667,11.861111,8.972222,13.819444,22.263889,17.444444,12.916667,11.861111,8.972222
813,8.000000,0,630.000000,토요일,14.638889,23.236111,18.180556,14.250000,14.222222,13.069444,14.638889,23.236111,18.180556,14.250000,14.222222,13.069444
814,8.000000,0,630.000000,토요일,15.458333,24.208333,18.916667,15.583333,16.583333,17.166667,15.458333,24.208333,18.916667,15.583333,16.583333,17.166667
815,8.000000,0,630.000000,토요일,14.805556,23.250000,19.166667,15.555556,17.611111,19.888889,14.805556,23.250000,19.166667,15.555556,17.611111,19.888889
816,8.000000,0,630.000000,토요일,14.152778,22.291667,19.416667,15.527778,18.638889,22.611111,14.152778,22.291667,19.416667,15.527778,18.638889,22.611111
817,8.000000,0,630.000000,토요일,13.500000,21.333333,19.666667,15.500000,19.666667,25.333333,13.500000,21.333333,19.666667,15.500000,19.666667,25.333333
818,8.000000,0,630.000000,토요일,11.833333,20.416667,17.666667,14.000000,17.333333,20.083333,11.833333,20.416667,17.666667,14.000000,17.333333,20.083333
819,8.000000,0,630.000000,토요일,10.166667,19.500000,15.666667,12.500000,15.000000,14.833333,10.166667,19.500000,15.666667,12.500000,15.000000,14.833333
820,8.000000,0,630.000000,토요일,7.250000,15.916667,12.500000,10.166667,12.583333,12.833333,7.250000,15.916667,12.500000,10.166667,12.583333,12.833333
821,8.000000,0,630.000000,토요일,4.333333,12.333333,9.333333,7.833333,10.166667,10.833333,4.333333,12.333333,9.333333,7.833333,10.166667,10.833333
809,8.000000,0,630.000000,평일,2.666667,4.652778,5.250000,4.013889,3.805556,2.611111,2.666667,4.652778,5.250000,4.013889,3.805556,2.611111
810,8.000000,0,630.000000,평일,9.006944,11.909722,8.798611,6.659722,5.743056,3.993056,9.006944,11.909722,8.798611,6.659722,5.743056,3.993056
811,8.000000,0,630.000000,평일,15.347222,19.166667,12.347222,9.305556,7.680556,5.375000,15.347222,19.166667,12.347222,9.305556,7.680556,5.375000
812,8.000000,0,630.000000,평일,16.819444,21.782407,15.287037,12.277778,12.083333,11.745370,16.819444,21.782407,15.287037,12.277778,12.083333,11.745370
813,8.000000,0,630.000000,평일,18.291667,24.398148,18.226852,15.250000,16.486111,18.115741,18.291667,24.398148,18.226852,15.250000,16.486111,18.115741
814,8.000000,0,630.000000,평일,19.763889,27.013889,21.166667,18.222222,20.888889,24.486111,19.763889,27.013889,21.166667,18.222222,20.888889,24.486111
815,8.000000,0,630.000000,평일,20.101852,26.620370,22.074074,20.240741,25.148148,31.398148,20.101852,26.620370,22.074074,20.240741,25.148148,31.398148
816,8.000000,0,630.000000,평일,20.439815,26.226852,22.981481,22.259259,29.407407,38.310185,20.439815,26.226852,22.981481,22.259259,29.407407,38.310185
817,8.000000,0,630.000000,평일,20.777778,25.833333,23.888889,24.277778,33.666667,45.222222,20.777778,25.833333,23.888889,24.277778,33.666667,45.222222
818,8.000000,0,630.000000,평일,18.555556,23.166667,21.805556,21.583333,28.694444,36.416667,18.555556,23.166667,21.805556,21.583333,28.694444,36.416667
819,8.000000,0,630.000000,평일,16.333333,20.500000,19.722222,18.888889,23.722222,27.611111,16.333333,20.500000,19.722222,18.888889,23.722222,27.611111
820,8.000000,0,630.000000,평일,13.388889,16.361111,15.805556,16.388889,21.027778,24.888889,13.388889,16.361111,15.805556,16.388889,21.027778,24.888889
821,8.000000,0,630.000000,평일,10.444444,12.222222,11.888889,13.888889,18.333333,22.166667,10.444444,12.222222,11.888889,13.888889,18.333333,22.166667
809,8.000000,0,730.000000,일요일,1.666667,5.000000,5.000000,4.833333,4.833333,3.000000,1.666667,5.000000,5.000000,4.833333,4.833333,3.000000
810,8.000000,0,730.000000,일요일,5.666667,10.000000,6.916667,7.000000,5.916667,3.666667,5.666667,10.000000,6.916667,7.000000,5.916667,3.666667
811,8.000000,0,730.000000,일요일,9.666667,15.000000,8.833333,9.166667,7.000000,4.333333,9.666667,15.000000,8.833333,9.166667,7.000000,4.333333
812,8.000000,0,730.000000,일요일,10.388889,16.444444,10.222222,10.888889,9.000000,7.166667,10.388889,16.444444,10.222222,10.888889,9.000000,7.166667
813,8.000000,0,730.000000,일요일,11.111111,17.888889,11.611111,12.611111,11.000000,10.000000,11.111111,17.888889,11.611111,12.611111,11.000000,10.000000
814,8.000000,0,730.000000,일요일,11.833333,19.333333,13.000000,14.333333,13.000000,12.833333,11.833333,19.333333,13.000000,14.333333,13.000000,12.833333
815,8.000000,0,730.000000,일요일,11.277778,18.777778,13.388889,14.611111,14.222222,15.333333,11.277778,18.777778,13.388889,14.611111,14.222222,15.333333
816,8.000000,0,730.000000,일요일,10.722222,18.222222,13.777778,14.888889,15.444444,17.833333,10.722222,18.222222,13.777778,14.888889,15.444444,17.833333
817,8.000000,0,730.000000,일요일,10.166667,17.666667,14.166667,15.166667,16.666667,20.333333,10.166667,17.666667,14.166667,15.166667,16.666667,20.333333
818,8.000000,0,730.000000,일요일,9.333333,15.833333,12.916667,13.750000,14.666667,17.500000,9.333333,15.833333,12.916667,13.750000,14.666667,17.500000
819,8.000000,0,730.000000,일요일,8.500000,14.000000,11.666667,12.333333,12.666667,14.666667,8.500000,14.000000,11.666667,12.333333,12.666667,14.666667
820,8.000000,0,730.000000,일요일,6.666667,11.333333,9.250000,9.750000,10.583333,12.166667,6.666667,11.333333,9.250000,9.750000,10.583333,12.166667
821,8.000000,0,730.000000,일요일,4.833333,8.666667,6.833333,7.166667,8.500000,9.666667,4.833333,8.666667,6.833333,7.166667,8.500000,9.666667
809,8.000000,0,730.000000,토요일,2.166667,6.333333,6.833333,6.000000,6.666667,4.166667,2.166667,6.333333,6.833333,6.000000,6.666667,4.166667
810,8.000000,0,730.000000,토요일,9.166667,15.250000,10.666667,10.833333,9.083333,5.500000,9.166667,15.250000,10.666667,10.833333,9.083333,5.500000
811,8.000000,0,730.000000,토요일,16.166667,24.166667,14.500000,15.666667,11.500000,6.833333,16.166667,24.166667,14.500000,15.666667,11.500000,6.833333
812,8.000000,0,730.000000,토요일,17.500000,27.000000,17.111111,18.722222,14.888889,11.777778,17.500000,27.000000,17.111111,18.722222,14.888889,11.777778
813,8.000000,0,730.000000,토요일,18.833333,29.833333,19.722222,21.777778,18.277778,16.722222,18.833333,29.833333,19.722222,21.777778,18.277778,16.722222
814,8.000000,0,730.000000,토요일,20.166667,32.666667,22.333333,24.833333,21.666667,21.666667,20.166667,32.666667,22.333333,24.833333,21.666667,21.666667
815,8.000000,0,730.000000,토요일,19.111111,31.611111,22.722222,25.111111,23.722222,25.555556,19.111111,31.611111,22.722222,25.111111,23.722222,25.555556
816,8.000000,0,730.000000,토요일,18.055556,30.555556,23.111111,25.388889,25.777778,29.444444,18.055556,30.555556,23.111111,25.388889,25.777778,29.444444
817,8.000000,0,730.000000,토요일,17.000000,29.500000,23.500000,25.666667,27.833333,33.333333,17.000000,29.500000,23.500000,25.666667,27.833333,33.333333
818,8.000000,0,730.000000,토요일,15.500000,26.166667,21.500000,23.000000,24.166667,28.583333,15.500000,26.166667,21.500000,23.000000,24.166667,28.583333
819,8.000000,0,730.000000,토요일,14.000000,22.833333,19.500000,20.333333,20.500000,23.833333,14.000000,22.833333,19.500000,20.333333,20.500000,23.833333
820,8.000000,0,730.000000,토요일,11.166667,18.666667,15.750000,16.500000,17.416667,19.916667,11.166667,18.666667,15.750000,16.500000,17.416667,19.916667
821,8.000000,0,730.000000,토요일,8.333333,14.500000,12.000000,12.666667,14.333333,16.000000,8.333333,14.500000,12.000000,12.666667,14.333333,16.000000
809,8.000000,0,730.000000,평일,6.333333,7.777778,7.277778,5.611111,5.500000,3.222222,6.333333,7.777778,7.277778,5.611111,5.500000,3.222222
810,8.000000,0,730.000000,평일,21.416667,21.944444,15.555556,11.250000,8.111111,5.305556,21.416667,21.944444,15.555556,11.250000,8.111111,5.305556
811,8.000000,0,730.000000,평일,36.500000,36.111111,23.833333,16.888889,10.722222,7.388889,36.500000,36.111111,23.833333,16.888889,10.722222,7.388889
812,8.000000,0,730.000000,평일,45.388889,46.796296,37.555556,34.037037,28.759259,27.685185,45.388889,46.796296,37.555556,34.037037,28.759259,27.685185
813,8.000000,0,730.000000,평일,54.277778,57.481481,51.277778,51.185185,46.796296,47.981481,54.277778,57.481481,51.277778,51.185185,46.796296,47.981481
814,8.000000,0,730.000000,평일,63.166667,68.166667,65.000000,68.333333,64.833333,68.277778,63.166667,68.166667,65.000000,68.333333,64.833333,68.277778
815,8.000000,0,730.000000,평일,62.370370,69.296296,68.703704,75.166667,73.444444,81.148148,62.370370,69.296296,68.703704,75.166667,73.444444,81.148148
816,8.000000,0,730.000000,평일,61.574074,70.425926,72.407407,82.000000,82.055556,94.018519,61.574074,70.425926,72.407407,82.000000,82.055556,94.018519
817,8.000000,0,730.000000,평일,60.777778,71.555556,76.111111,88.833333,90.666667,106.888889,60.777778,71.555556,76.111111,88.833333,90.666667,106.888889
818,8.000000,0,730.000000,평일,58.083333,69.500000,73.555556,84.138889,80.027778,94.138889,58.083333,69.500000,73.555556,84.138889,80.027778,94.138889
819,8.000000,0,730.000000,평일,55.388889,67.444444,71.000000,79.444444,69.388889,81.388889,55.388889,67.444444,71.000000,79.444444,69.388889,81.388889
820,8.000000,0,730.000000,평일,43.388889,54.055556,55.000000,64.555556,58.472222,68.000000,43.388889,54.055556,55.000000,64.555556,58.472222,68.000000
821,8.000000,0,730.000000,평일,31.388889,40.666667,39.000000,49.666667,47.555556,54.611111,31.388889,40.666667,39.000000,49.666667,47.555556,54.611111
809,8.000000,0,830.000000,일요일,4.166667,6.000000,7.166667,7.166667,5.666667,5.166667,4.166667,6.000000,7.166667,7.166667,5.666667,5.166667
810,8.000000,0,830.000000,일요일,11.583333,14.750000,12.583333,9.916667,7.166667,7.250000,11.583333,14.750000,12.583333,9.916667,7.166667,7.250000
811,8.000000,0,830.000000,일요일,19.000000,23.500000,18.000000,12.666667,8.666667,9.333333,19.000000,23.500000,18.000000,12.666667,8.666667,9.333333
812,8.000000,0,830.000000,일요일,20.777778,26.000000,21.388889,16.055556,12.055556,15.222222,20.777778,26.000000,21.388889,16.055556,12.055556,15.222222
813,8.000000,0,830.000000,일요일,22.555556,28.500000,24.777778,19.444444,15.444444,21.111111,22.555556,28.500000,24.777778,19.444444,15.444444,21.111111
814,8.000000,0,830.000000,일요일,24.333333,31.000000,28.166667,22.833333,18.833333,27.000000,24.333333,31.000000,28.166667,22.833333,18.833333,27.000000
815,8.000000,0,830.000000,일요일,22.722222,29.500000,27.944444,24.388889,21.055556,29.444444,22.722222,29.500000,27.944444,24.388889,21.055556,29.444444
816,8.000000,0,830.000000,일요일,21.111111,28.000000,27.722222,25.944444,23.277778,31.888889,21.111111,28.000000,27.722222,25.944444,23.277778,31.888889
817,8.000000,0,830.000000,일요일,19.500000,26.500000,27.500000,27.500000,25.500000,34.333333,19.500000,26.500000,27.500000,27.500000,25.500000,34.333333
818,8.000000,0,830.000000,일요일,17.583333,24.083333,25.500000,25.750000,22.916667,28.916667,17.583333,24.083333,25.500000,25.750000,22.916667,28.916667
819,8.000000,0,830.000000,일요일,15.666667,21.666667,23.500000,24.000000,20.333333,23.500000,15.666667,21.666667,23.500000,24.000000,20.333333,23.500000
820,8.000000,0,830.000000,일요일,12.250000,17.000000,17.500000,19.000000,16.916667,19.916667,12.250000,17.000000,17.500000,19.000000,16.916667,19.916667
821,8.000000,0,830.000000,일요일,8.833333,12.333333,11.500000,14.000000,13.500000,16.333333,8.833333,12.333333,11.500000,14.000000,13.500000,16.333333
809,8.000000,0,830.000000,토요일,6.833333,10.000000,11.666667,11.833333,9.500000,8.166667,6.833333,10.000000,11.666667,11.833333,9.500000,8.166667
810,8.000000,0,830.000000,토요일,19.250000,24.416667,20.666667,16.500000,12.166667,11.666667,19.250000,24.416667,20.666667,16.500000,12.166667,11.666667
811,8.000000,0,830.000000,토요일,31.666667,38.833333,29.666667,21.166667,14.833333,15.166667,31.666667,38.833333,29.666667,21.166667,14.833333,15.166667
812,8.000000,0,830.000000,토요일,34.277778,42.611111,35.111111,26.277778,20.000000,24.722222,34.277778,42.611111,35.111111,26.277778,20.000000,24.722222
813,8.000000,0,830.000000,토요일,36.888889,46.388889,40.555556,31.388889,25.166667,34.277778,36.888889,46.388889,40.555556,31.388889,25.166667,34.277778
814,8.000000,0,830.000000,토요일,39.500000,50.166667,46.000000,36.500000,30.333333,43.833333,39.500000,50.166667,46.000000,36.500000,30.333333,43.833333
815,8.000000,0,830.000000,토요일,37.722222,48.833333,46.500000,40.500000,35.055556,49.000000,37.722222,48.833333,46.500000,40.500000,35.055556,49.000000
816,8.000000,0,830.000000,토요일,35.944444,47.500000,47.000000,44.500000,39.777778,54.166667,35.944444,47.500000,47.000000,44.500000,39.777778,54.166667
817,8.000000,0,830.000000,토요일,34.166667,46.166667,47.500000,48.500000,44.500000,59.333333,34.166667,46.166667,47.500000,48.500000,44.500000,59.333333
818,8.000000,0,830.000000,토요일,31.083333,42.416667,44.500000,45.666667,40.416667,50.500000,31.083333,42.416667,44.500000,45.666667,40.416667,50.500000
819,8.000000,0,830.000000,토요일,28.000000,38.666667,41.500000,42.833333,36.333333,41.666667,28.000000,38.666667,41.500000,42.833333,36.333333,41.666667
820,8.000000,0,830.000000,토요일,21.666667,30.500000,30.833333,33.916667,30.250000,35.333333,21.666667,30.500000,30.833333,33.916667,30.250000,35.333333
821,8.000000,0,830.000000,토요일,15.333333,22.333333,20.166667,25.000000,24.166667,29.000000,15.333333,22.333333,20.166667,25.000000,24.166667,29.000000
809,8.000000,0,830.000000,평일,7.611111,11.388889,13.666667,11.166667,9.444444,6.777778,7.611111,11.388889,13.666667,11.166667,9.444444,6.777778
810,8.000000,0,830.000000,평일,35.277778,37.111111,27.527778,21.583333,14.250000,11.000000,35.277778,37.111111,27.527778,21.583333,14.250000,11.000000
811,8.000000,0,830.000000,평일,62.944444,62.833333,41.388889,32.000000,19.055556,15.222222,62.944444,62.833333,41.388889,32.000000,19.055556,15.222222
812,8.000000,0,830.000000,평일,78.833333,82.537037,66.222222,60.666667,47.888889,43.981481,78.833333,82.537037,66.222222,60.666667,47.888889,43.981481
813,8.000000,0,830.000000,평일,94.722222,102.240741,91.055556,89.333333,76.722222,72.740741,94.722222,102.240741,91.055556,89.333333,76.722222,72.740741
814,8.000000,0,830.000000,평일,110.611111,121.944444,115.888889,118.000000,105.555556,101.500000,110.611111,121.944444,115.888889,118.000000,105.555556,101.500000
815,8.000000,0,830.000000,평일,104.629630,118.759259,119.407407,123.925926,115.555556,116.462963,104.629630,118.759259,119.407407,123.925926,115.555556,116.462963
816,8.000000,0,830.000000,평일,98.648148,115.574074,122.925926,129.851852,125.555556,131.425926,98.648148,115.574074,122.925926,129.851852,125.555556,131.425926
817,8.000000,0,830.000000,평일,92.666667,112.388889,126.444444,135.777778,135.555556,146.388889,92.666667,112.388889,126.444444,135.777778,135.555556,146.388889
818,8.000000,0,830.000000,평일,90.277778,110.833333,125.916667,128.805556,128.388889,132.972222,90.277778,110.833333,125.916667,128.805556,128.388889,132.972222
819,8.000000,0,830.000000,평일,87.888889,109.277778,125.388889,121.833333,121.222222,119.555556,87.888889,109.277778,125.388889,121.833333,121.222222,119.555556
820,8.000000,0,830.000000,평일,68.555556,82.305556,94.027778,91.277778,94.722222,95.500000,68.555556,82.305556,94.027778,91.277778,94.722222,95.500000
821,8.000000,0,830.000000,평일,49.222222,55.333333,62.666667,60.722222,68.222222,71.444444,49.222222,55.333333,62.666667,60.722222,68.222222,71.444444
809,8.000000,0,930.000000,일요일,6.000000,7.166667,11.166667,11.833333,10.000000,7.833333,6.000000,7.166667,11.166667,11.833333,10.000000,7.833333
810,8.000000,0,930.000000,일요일,18.333333,20.000000,18.000000,18.500000,12.666667,10.250000,18.333333,20.000000,18.000000,18.500000,12.666667,10.250000
811,8.000000,0,930.000000,일요일,30.666667,32.833333,24.833333,25.166667,15.333333,12.666667,30.666667,32.833333,24.833333,25.166667,15.333333,12.666667
812,8.000000,0,930.000000,일요일,33.500000,36.555556,28.333333,30.888889,21.500000,20.388889,33.500000,36.555556,28.333333,30.888889,21.500000,20.388889
813,8.000000,0,930.000000,일요일,36.333333,40.277778,31.833333,36.611111,27.666667,28.111111,36.333333,40.277778,31.833333,36.611111,27.666667,28.111111
814,8.000000,0,930.000000,일요일,39.166667,44.000000,35.333333,42.333333,33.833333,35.833333,39.166667,44.000000,35.333333,42.333333,33.833333,35.833333
815,8.000000,0,930.000000,일요일,38.000000,42.777778,36.111111,43.555556,36.888889,41.666667,38.000000,42.777778,36.111111,43.555556,36.888889,41.666667
816,8.000000,0,930.000000,일요일,36.833333,41.555556,36.888889,44.777778,39.944444,47.500000,36.833333,41.555556,36.888889,44.777778,39.944444,47.500000
817,8.000000,0,930.000000,일요일,35.666667,40.333333,37.666667,46.000000,43.000000,53.333333,35.666667,40.333333,37.666667,46.000000,43.000000,53.333333
818,8.000000,0,930.000000,일요일,32.083333,36.333333,35.833333,41.416667,38.750000,45.000000,32.083333,36.333333,35.833333,41.416667,38.750000,45.000000
819,8.000000,0,930.000000,일요일,28.500000,32.333333,34.000000,36.833333,34.500000,36.666667,28.500000,32.333333,34.000000,36.833333,34.500000,36.666667
820,8.000000,0,930.000000,일요일,21.416667,24.000000,25.333333,27.416667,28.416667,30.416667,21.416667,24.000000,25.333333,27.416667,28.416667,30.416667
821,8.000000,0,930.000000,일요일,14.333333,15.666667,16.666667,18.000000,22.333333,24.166667,14.333333,15.666667,16.666667,18.000000,22.333333,24.166667
809,8.000000,0,930.000000,토요일,8.666667,10.666667,16.166667,17.666667,15.000000,11.666667,8.666667,10.666667,16.166667,17.666667,15.000000,11.666667
810,8.000000,0,930.000000,토요일,27.166667,29.750000,26.333333,27.333333,18.583333,15.250000,27.166667,29.750000,26.333333,27.333333,18.583333,15.250000
811,8.000000,0,930.000000,토요일,45.666667,48.833333,36.500000,37.000000,22.166667,18.833333,45.666667,48.833333,36.500000,37.000000,22.166667,18.833333
812,8.000000,0,930.000000,토요일,50.111111,54.722222,42.166667,46.111111,31.833333,30.611111,50.111111,54.722222,42.166667,46.111111,31.833333,30.611111
813,8.000000,0,930.000000,토요일,54.555556,60.611111,47.833333,55.222222,41.500000,42.388889,54.555556,60.611111,47.833333,55.222222,41.500000,42.388889
814,8.000000,0,930.000000,토요일,59.000000,66.500000,53.500000,64.333333,51.166667,54.166667,59.000000,66.500000,53.500000,64.333333,51.166667,54.166667
815,8.000000,0,930.000000,토요일,57.333333,64.611111,54.444444,66.111111,55.777778,62.944444,57.333333,64.611111,54.444444,66.111111,55.777778,62.944444
816,8.000000,0,930.000000,토요일,55.666667,62.722222,55.388889,67.888889,60.388889,71.722222,55.666667,62.722222,55.388889,67.888889,60.388889,71.722222
817,8.000000,0,930.000000,토요일,54.000000,60.833333,56.333333,69.666667,65.000000,80.500000,54.000000,60.833333,56.333333,69.666667,65.000000,80.500000
