역번호,호선,updnLine,시간대,요일_카테고리,congestionCar_1,congestionCar_2,congestionCar_3,congestionCar_4,congestionCar_5,congestionCar_6,congestionCar_7,congestionCar_8,congestionCar_9,congestionCar_10,congestionCar_1_fft,congestionCar_2_fft,congestionCar_3_fft,congestionCar_4_fft,congestionCar_5_fft,congestionCar_6_fft,congestionCar_7_fft,congestionCar_8_fft,congestionCar_9_fft,congestionCar_10_fft
319,8.000000,0,530.000000,평일,0.416667,0.500000,0.583333,0.583333,0.500000,0.500000,0.500000,0.500000,0.416667,0.416667,0.416667,0.500000,0.583333,0.583333,0.500000,0.500000,0.500000,0.500000,0.416667,0.416667
320,8.000000,0,530.000000,평일,0.467593,0.481481,0.495370,0.523148,0.509259,0.509259,0.481481,0.453704,0.439815,0.412037,0.467593,0.481481,0.495370,0.523148,0.509259,0.509259,0.481481,0.453704,0.439815,0.412037
321,8.000000,0,530.000000,평일,0.518519,0.462963,0.407407,0.462963,0.518519,0.518519,0.462963,0.407407,0.462963,0.407407,0.518519,0.462963,0.407407,0.462963,0.518519,0.518519,0.462963,0.407407,0.462963,0.407407
322,8.000000,0,530.000000,평일,2.086420,1.919753,1.944444,1.919753,1.956790,1.956790,1.734568,1.697531,1.660494,1.580247,2.086420,1.919753,1.944444,1.919753,1.956790,1.956790,1.734568,1.697531,1.660494,1.580247
323,8.000000,0,530.000000,평일,3.654321,3.376543,3.481481,3.376543,3.395062,3.395062,3.006173,2.987654,2.858025,2.753086,3.654321,3.376543,3.481481,3.376543,3.395062,3.395062,3.006173,2.987654,2.858025,2.753086
324,8.000000,0,530.000000,평일,5.222222,4.833333,5.018519,4.833333,4.833333,4.833333,4.277778,4.277778,4.055556,3.925926,5.222222,4.833333,5.018519,4.833333,4.833333,4.833333,4.277778,4.277778,4.055556,3.925926
325,8.000000,0,530.000000,평일,5.882540,5.476190,6.046561,6.041270,5.711111,5.257143,5.434921,5.158730,4.631746,4.553439,5.882540,5.476190,6.046561,6.041270,5.711111,5.257143,5.434921,5.158730,4.631746,4.553439
326,8.000000,0,530.000000,평일,6.542857,6.119048,7.074603,7.249206,6.588889,5.680952,6.592063,6.039683,5.207937,5.180952,6.542857,6.119048,7.074603,7.249206,6.588889,5.680952,6.592063,6.039683,5.207937,5.180952
327,8.000000,0,530.000000,평일,7.203175,6.761905,8.102646,8.457143,7.466667,6.104762,7.749206,6.920635,5.784127,5.808466,7.203175,6.761905,8.102646,8.457143,7.466667,6.104762,7.749206,6.920635,5.784127,5.808466
328,8.000000,0,530.000000,평일,7.863492,7.404762,9.130688,9.665079,8.344444,6.528571,8.906349,7.801587,6.360317,6.435979,7.863492,7.404762,9.130688,9.665079,8.344444,6.528571,8.906349,7.801587,6.360317,6.435979
329,8.000000,0,530.000000,평일,8.523810,8.047619,10.158730,10.873016,9.222222,6.952381,10.063492,8.682540,6.936508,7.063492,8.523810,8.047619,10.158730,10.873016,9.222222,6.952381,10.063492,8.682540,6.936508,7.063492
330,8.000000,0,530.000000,평일,8.142857,7.571429,8.960317,10.619048,9.285714,7.547619,9.261905,7.714286,6.539683,6.452381,8.142857,7.571429,8.960317,10.619048,9.285714,7.547619,9.261905,7.714286,6.539683,6.452381
331,8.000000,0,530.000000,평일,7.761905,7.095238,7.761905,10.365079,9.349206,8.142857,8.460317,6.746032,6.142857,5.841270,7.761905,7.095238,7.761905,10.365079,9.349206,8.142857,8.460317,6.746032,6.142857,5.841270
332,8.000000,0,530.000000,평일,7.103175,7.630952,7.455026,10.664021,8.369048,7.580688,7.156085,5.993386,5.543651,5.309524,7.103175,7.630952,7.455026,10.664021,8.369048,7.580688,7.156085,5.993386,5.543651,5.309524
333,8.000000,0,530.000000,평일,6.444444,8.166667,7.148148,10.962963,7.388889,7.018519,5.851852,5.240741,4.944444,4.777778,6.444444,8.166667,7.148148,10.962963,7.388889,7.018519,5.851852,5.240741,4.944444,4.777778
334,8.000000,0,530.000000,평일,7.322751,9.116402,8.162257,11.626102,7.751323,7.805996,7.033510,6.075838,6.481481,5.158730,7.322751,9.116402,8.162257,11.626102,7.751323,7.805996,7.033510,6.075838,6.481481,5.158730
335,8.000000,0,530.000000,평일,8.201058,10.066138,9.176367,12.289242,8.113757,8.593474,8.215168,6.910935,8.018519,5.539683,8.201058,10.066138,9.176367,12.289242,8.113757,8.593474,8.215168,6.910935,8.018519,5.539683
336,8.000000,0,530.000000,평일,9.079365,11.015873,10.190476,12.952381,8.476190,9.380952,9.396825,7.746032,9.555556,5.920635,9.079365,11.015873,10.190476,12.952381,8.476190,9.380952,9.396825,7.746032,9.555556,5.920635
337,8.000000,0,530.000000,평일,9.793651,12.412698,11.238095,14.523810,9.592593,11.005291,10.894180,8.693122,10.460317,6.941799,9.793651,12.412698,11.238095,14.523810,9.592593,11.005291,10.894180,8.693122,10.460317,6.941799
338,8.000000,0,530.000000,평일,10.507937,13.809524,12.285714,16.095238,10.708995,12.629630,12.391534,9.640212,11.365079,7.962963,10.507937,13.809524,12.285714,16.095238,10.708995,12.629630,12.391534,9.640212,11.365079,7.962963
339,8.000000,0,530.000000,평일,11.222222,15.206349,13.333333,17.666667,11.825397,14.253968,13.888889,10.587302,12.269841,8.984127,11.222222,15.206349,13.333333,17.666667,11.825397,14.253968,13.888889,10.587302,12.269841,8.984127
340,8.000000,0,530.000000,평일,10.322751,15.227513,14.687831,17.587302,11.486772,12.989418,13.994709,10.957672,11.714286,8.317460,10.322751,15.227513,14.687831,17.587302,11.486772,12.989418,13.994709,10.957672,11.714286,8.317460
341,8.000000,0,530.000000,평일,9.423280,15.248677,16.042328,17.507937,11.148148,11.724868,14.100529,11.328042,11.158730,7.650794,9.423280,15.248677,16.042328,17.507937,11.148148,11.724868,14.100529,11.328042,11.158730,7.650794
342,8.000000,0,530.000000,평일,8.523810,15.269841,17.396825,17.428571,10.809524,10.460317,14.206349,11.698413,10.603175,6.984127,8.523810,15.269841,17.396825,17.428571,10.809524,10.460317,14.206349,11.698413,10.603175,6.984127
343,8.000000,0,530.000000,평일,8.096120,14.044092,16.134921,16.378307,9.897707,10.251323,13.563492,10.817460,9.778660,6.341270,8.096120,14.044092,16.134921,16.378307,9.897707,10.251323,13.563492,10.817460,9.778660,6.341270
344,8.000000,0,530.000000,평일,7.668430,12.818342,14.873016,15.328042,8.985891,10.042328,12.920635,9.936508,8.954145,5.698413,7.668430,12.818342,14.873016,15.328042,8.985891,10.042328,12.920635,9.936508,8.954145,5.698413
345,8.000000,0,530.000000,평일,7.240741,11.592593,13.611111,14.277778,8.074074,9.833333,12.277778,9.055556,8.129630,5.055556,7.240741,11.592593,13.611111,14.277778,8.074074,9.833333,12.277778,9.055556,8.129630,5.055556
346,8.000000,0,530.000000,평일,7.986111,13.361111,13.736111,14.569444,9.694444,10.652778,12.347222,10.041667,8.847222,5.930556,7.986111,13.361111,13.736111,14.569444,9.694444,10.652778,12.347222,10.041667,8.847222,5.930556
347,8.000000,0,530.000000,평일,8.731481,15.129630,13.861111,14.861111,11.314815,11.472222,12.416667,11.027778,9.564815,6.805556,8.731481,15.129630,13.861111,14.861111,11.314815,11.472222,12.416667,11.027778,9.564815,6.805556
348,8.000000,0,530.000000,평일,9.476852,16.898148,13.986111,15.152778,12.935185,12.291667,12.486111,12.013889,10.282407,7.680556,9.476852,16.898148,13.986111,15.152778,12.935185,12.291667,12.486111,12.013889,10.282407,7.680556
349,8.000000,0,530.000000,평일,10.222222,18.666667,14.111111,15.444444,14.555556,13.111111,12.555556,13.000000,11.000000,8.555556,10.222222,18.666667,14.111111,15.444444,14.555556,13.111111,12.555556,13.000000,11.000000,8.555556
350,8.000000,0,530.000000,평일,10.222222,18.666667,14.111111,15.444444,14.555556,13.111111,12.555556,13.000000,11.000000,8.555556,10.222222,18.666667,14.111111,15.444444,14.555556,13.111111,12.555556,13.000000,11.000000,8.555556
351,8.000000,0,530.000000,평일,10.222222,18.666667,14.111111,15.444444,14.555556,13.111111,12.555556,13.000000,11.000000,8.555556,10.222222,18.666667,14.111111,15.444444,14.555556,13.111111,12.555556,13.000000,11.000000,8.555556
352,8.000000,0,530.000000,평일,10.222222,18.666667,14.111111,15.444444,14.555556,13.111111,12.555556,13.000000,11.000000,8.555556,10.222222,18.666667,14.111111,15.444444,14.555556,13.111111,12.555556,13.000000,11.000000,8.555556
319,8.000000,0,630.000000,일요일,4.083333,4.750000,6.041667,6.958333,6.666667,5.916667,5.916667,5.541667,4.791667,3.916667,4.083333,4.750000,6.041667,6.958333,6.666667,5.916667,5.916667,5.541667,4.791667,3.916667
320,8.000000,0,630.000000,일요일,5.236111,5.708333,6.631944,7.270833,7.888889,7.375000,6.486111,5.493056,6.770833,4.555556,5.236111,5.708333,6.631944,7.270833,7.888889,7.375000,6.486111,5.493056,6.770833,4.555556
321,8.000000,0,630.000000,일요일,6.388889,6.666667,7.222222,7.583333,9.111111,8.833333,7.055556,5.444444,8.750000,5.194444,6.388889,6.666667,7.222222,7.583333,9.111111,8.833333,7.055556,5.444444,8.750000,5.194444
322,8.000000,0,630.000000,일요일,6.537037,6.990741,7.111111,7.398148,8.648148,8.490741,6.888889,5.425926,8.916667,4.907407,6.537037,6.990741,7.111111,7.398148,8.648148,8.490741,6.888889,5.425926,8.916667,4.907407
323,8.000000,0,630.000000,일요일,6.685185,7.314815,7.000000,7.212963,8.185185,8.148148,6.722222,5.407407,9.083333,4.620370,6.685185,7.314815,7.000000,7.212963,8.185185,8.148148,6.722222,5.407407,9.083333,4.620370
324,8.000000,0,630.000000,일요일,6.833333,7.638889,6.888889,7.027778,7.722222,7.805556,6.555556,5.388889,9.250000,4.333333,6.833333,7.638889,6.888889,7.027778,7.722222,7.805556,6.555556,5.388889,9.250000,4.333333
325,8.000000,0,630.000000,일요일,6.614286,7.611111,6.863492,6.807937,7.730159,7.677778,6.744444,5.225397,8.728571,4.157143,6.614286,7.611111,6.863492,6.807937,7.730159,7.677778,6.744444,5.225397,8.728571,4.157143
326,8.000000,0,630.000000,일요일,6.395238,7.583333,6.838095,6.588095,7.738095,7.550000,6.933333,5.061905,8.207143,3.980952,6.395238,7.583333,6.838095,6.588095,7.738095,7.550000,6.933333,5.061905,8.207143,3.980952
327,8.000000,0,630.000000,일요일,6.176190,7.555556,6.812698,6.368254,7.746032,7.422222,7.122222,4.898413,7.685714,3.804762,6.176190,7.555556,6.812698,6.368254,7.746032,7.422222,7.122222,4.898413,7.685714,3.804762
328,8.000000,0,630.000000,일요일,5.957143,7.527778,6.787302,6.148413,7.753968,7.294444,7.311111,4.734921,7.164286,3.628571,5.957143,7.527778,6.787302,6.148413,7.753968,7.294444,7.311111,4.734921,7.164286,3.628571
329,8.000000,0,630.000000,일요일,5.738095,7.500000,6.761905,5.928571,7.761905,7.166667,7.500000,4.571429,6.642857,3.452381,5.738095,7.500000,6.761905,5.928571,7.761905,7.166667,7.500000,4.571429,6.642857,3.452381
330,8.000000,0,630.000000,일요일,5.285714,6.559524,5.976190,7.285714,8.321429,7.321429,7.500000,4.285714,6.369048,3.333333,5.285714,6.559524,5.976190,7.285714,8.321429,7.321429,7.500000,4.285714,6.369048,3.333333
331,8.000000,0,630.000000,일요일,4.833333,5.619048,5.190476,8.642857,8.880952,7.476190,7.500000,4.000000,6.095238,3.214286,4.833333,5.619048,5.190476,8.642857,8.880952,7.476190,7.500000,4.000000,6.095238,3.214286
