역번호,호선,updnLine,시간대,요일_카테고리,congestionCar_1,congestionCar_2,congestionCar_3,congestionCar_4,congestionCar_5,congestionCar_6,congestionCar_7,congestionCar_8,congestionCar_1_fft,congestionCar_2_fft,congestionCar_3_fft,congestionCar_4_fft,congestionCar_5_fft,congestionCar_6_fft,congestionCar_7_fft,congestionCar_8_fft
540,8.000000,0,530.000000,일요일,9.333333,15.185185,22.296296,15.074074,14.925926,13.370370,16.407407,21.296296,9.333333,15.185185,22.296296,15.074074,14.925926,13.370370,16.407407,21.296296
541,8.000000,0,530.000000,일요일,11.120370,15.074074,21.731481,14.231481,15.555556,13.944444,17.416667,22.305556,11.120370,15.074074,21.731481,14.231481,15.555556,13.944444,17.416667,22.305556
542,8.000000,0,530.000000,일요일,12.907407,14.962963,21.166667,13.388889,16.185185,14.518519,18.425926,23.314815,12.907407,14.962963,21.166667,13.388889,16.185185,14.518519,18.425926,23.314815
543,8.000000,0,530.000000,일요일,14.694444,14.851852,20.601852,12.546296,16.814815,15.092593,19.435185,24.324074,14.694444,14.851852,20.601852,12.546296,16.814815,15.092593,19.435185,24.324074
544,8.000000,0,530.000000,일요일,16.481481,14.740741,20.037037,11.703704,17.444444,15.666667,20.444444,25.333333,16.481481,14.740741,20.037037,11.703704,17.444444,15.666667,20.444444,25.333333
545,8.000000,0,530.000000,일요일,17.620370,15.722222,19.120370,13.175926,17.638889,15.666667,19.842593,24.240741,17.620370,15.722222,19.120370,13.175926,17.638889,15.666667,19.842593,24.240741
546,8.000000,0,530.000000,일요일,18.759259,16.703704,18.203704,14.648148,17.833333,15.666667,19.240741,23.148148,18.759259,16.703704,18.203704,14.648148,17.833333,15.666667,19.240741,23.148148
547,8.000000,0,530.000000,일요일,19.898148,17.685185,17.287037,16.120370,18.027778,15.666667,18.638889,22.055556,19.898148,17.685185,17.287037,16.120370,18.027778,15.666667,18.638889,22.055556
548,8.000000,0,530.000000,일요일,21.037037,18.666667,16.370370,17.592593,18.222222,15.666667,18.037037,20.962963,21.037037,18.666667,16.370370,17.592593,18.222222,15.666667,18.037037,20.962963
549,8.000000,0,530.000000,일요일,22.011111,19.033333,15.544444,16.677778,17.450000,15.750000,17.477778,20.855556,22.011111,19.033333,15.544444,16.677778,17.450000,15.750000,17.477778,20.855556
550,8.000000,0,530.000000,일요일,22.985185,19.400000,14.718519,15.762963,16.677778,15.833333,16.918519,20.748148,22.985185,19.400000,14.718519,15.762963,16.677778,15.833333,16.918519,20.748148
551,8.000000,0,530.000000,일요일,23.959259,19.766667,13.892593,14.848148,15.905556,15.916667,16.359259,20.640741,23.959259,19.766667,13.892593,14.848148,15.905556,15.916667,16.359259,20.640741
552,8.000000,0,530.000000,일요일,24.933333,20.133333,13.066667,13.933333,15.133333,16.000000,15.800000,20.533333,24.933333,20.133333,13.066667,13.933333,15.133333,16.000000,15.800000,20.533333
553,8.000000,0,530.000000,일요일,17.333333,15.666667,13.000000,15.000000,18.666667,17.000000,16.333333,15.666667,17.333333,15.666667,13.000000,15.000000,18.666667,17.000000,16.333333,15.666667
510,8.000000,0,530.000000,토요일,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
511,8.000000,0,530.000000,토요일,1.793651,2.148148,3.301587,3.603175,3.576720,3.708995,3.380952,2.285714,1.793651,2.148148,3.301587,3.603175,3.576720,3.708995,3.380952,2.285714
512,8.000000,0,530.000000,토요일,3.587302,4.296296,6.603175,7.206349,7.153439,7.417989,6.761905,4.571429,3.587302,4.296296,6.603175,7.206349,7.153439,7.417989,6.761905,4.571429
513,8.000000,0,530.000000,토요일,5.380952,6.444444,9.904762,10.809524,10.730159,11.126984,10.142857,6.857143,5.380952,6.444444,9.904762,10.809524,10.730159,11.126984,10.142857,6.857143
514,8.000000,0,530.000000,토요일,7.174603,8.592593,13.206349,14.412698,14.306878,14.835979,13.523810,9.142857,7.174603,8.592593,13.206349,14.412698,14.306878,14.835979,13.523810,9.142857
515,8.000000,0,530.000000,토요일,8.968254,10.740741,16.507937,18.015873,17.883598,18.544974,16.904762,11.428571,8.968254,10.740741,16.507937,18.015873,17.883598,18.544974,16.904762,11.428571
516,8.000000,0,530.000000,토요일,10.761905,12.888889,19.809524,21.619048,21.460317,22.253968,20.285714,13.714286,10.761905,12.888889,19.809524,21.619048,21.460317,22.253968,20.285714,13.714286
517,8.000000,0,530.000000,토요일,12.555556,15.037037,23.111111,25.222222,25.037037,25.962963,23.666667,16.000000,12.555556,15.037037,23.111111,25.222222,25.037037,25.962963,23.666667,16.000000
518,8.000000,0,530.000000,토요일,11.358025,13.277778,20.432099,22.425926,22.388889,23.006173,20.611111,13.944444,11.358025,13.277778,20.432099,22.425926,22.388889,23.006173,20.611111,13.944444
519,8.000000,0,530.000000,토요일,10.160494,11.518519,17.753086,19.629630,19.740741,20.049383,17.555556,11.888889,10.160494,11.518519,17.753086,19.629630,19.740741,20.049383,17.555556,11.888889
520,8.000000,0,530.000000,토요일,8.962963,9.759259,15.074074,16.833333,17.092593,17.092593,14.500000,9.833333,8.962963,9.759259,15.074074,16.833333,17.092593,17.092593,14.500000,9.833333
521,8.000000,0,530.000000,토요일,7.765432,8.000000,12.395062,14.037037,14.444444,14.135802,11.444444,7.777778,7.765432,8.000000,12.395062,14.037037,14.444444,14.135802,11.444444,7.777778
522,8.000000,0,530.000000,토요일,6.567901,6.240741,9.716049,11.240741,11.796296,11.179012,8.388889,5.722222,6.567901,6.240741,9.716049,11.240741,11.796296,11.179012,8.388889,5.722222
523,8.000000,0,530.000000,토요일,5.370370,4.481481,7.037037,8.444444,9.148148,8.222222,5.333333,3.666667,5.370370,4.481481,7.037037,8.444444,9.148148,8.222222,5.333333,3.666667
524,8.000000,0,530.000000,토요일,5.740741,5.259259,8.296296,10.345679,8.925926,8.530864,5.839506,5.148148,5.740741,5.259259,8.296296,10.345679,8.925926,8.530864,5.839506,5.148148
525,8.000000,0,530.000000,토요일,6.111111,6.037037,9.555556,12.246914,8.703704,8.839506,6.345679,6.629630,6.111111,6.037037,9.555556,12.246914,8.703704,8.839506,6.345679,6.629630
526,8.000000,0,530.000000,토요일,6.481481,6.814815,10.814815,14.148148,8.481481,9.148148,6.851852,8.111111,6.481481,6.814815,10.814815,14.148148,8.481481,9.148148,6.851852,8.111111
527,8.000000,0,530.000000,토요일,5.864198,6.765432,11.012346,12.765432,8.024691,8.432099,6.481481,7.259259,5.864198,6.765432,11.012346,12.765432,8.024691,8.432099,6.481481,7.259259
528,8.000000,0,530.000000,토요일,5.246914,6.716049,11.209877,11.382716,7.567901,7.716049,6.111111,6.407407,5.246914,6.716049,11.209877,11.382716,7.567901,7.716049,6.111111,6.407407
529,8.000000,0,530.000000,토요일,4.629630,6.666667,11.407407,10.000000,7.111111,7.000000,5.740741,5.555556,4.629630,6.666667,11.407407,10.000000,7.111111,7.000000,5.740741,5.555556
530,8.000000,0,530.000000,토요일,4.861111,7.305556,13.101852,11.814815,8.037037,7.888889,6.509259,5.490741,4.861111,7.305556,13.101852,11.814815,8.037037,7.888889,6.509259,5.490741
531,8.000000,0,530.000000,토요일,5.092593,7.944444,14.796296,13.629630,8.962963,8.777778,7.277778,5.425926,5.092593,7.944444,14.796296,13.629630,8.962963,8.777778,7.277778,5.425926
532,8.000000,0,530.000000,토요일,5.324074,8.583333,16.490741,15.444444,9.888889,9.666667,8.046296,5.361111,5.324074,8.583333,16.490741,15.444444,9.888889,9.666667,8.046296,5.361111
533,8.000000,0,530.000000,토요일,5.555556,9.222222,18.185185,17.259259,10.814815,10.555556,8.814815,5.296296,5.555556,9.222222,18.185185,17.259259,10.814815,10.555556,8.814815,5.296296
534,8.000000,0,530.000000,토요일,6.814815,9.506173,18.925926,16.580247,11.555556,12.074074,11.382716,10.172840,6.814815,9.506173,18.925926,16.580247,11.555556,12.074074,11.382716,10.172840
535,8.000000,0,530.000000,토요일,8.074074,9.790123,19.666667,15.901235,12.296296,13.592593,13.950617,15.049383,8.074074,9.790123,19.666667,15.901235,12.296296,13.592593,13.950617,15.049383
536,8.000000,0,530.000000,토요일,9.333333,10.074074,20.407407,15.222222,13.037037,15.111111,16.518519,19.925926,9.333333,10.074074,20.407407,15.222222,13.037037,15.111111,16.518519,19.925926
537,8.000000,0,530.000000,토요일,10.537037,13.222222,23.731481,17.129630,15.425926,16.351852,18.574074,22.953704,10.537037,13.222222,23.731481,17.129630,15.425926,16.351852,18.574074,22.953704
538,8.000000,0,530.000000,토요일,11.740741,16.370370,27.055556,19.037037,17.814815,17.592593,20.629630,25.981481,11.740741,16.370370,27.055556,19.037037,17.814815,17.592593,20.629630,25.981481
539,8.000000,0,530.000000,토요일,12.944444,19.518519,30.379630,20.944444,20.203704,18.833333,22.685185,29.009259,12.944444,19.518519,30.379630,20.944444,20.203704,18.833333,22.685185,29.009259
540,8.000000,0,530.000000,토요일,14.148148,22.666667,33.703704,22.851852,22.592593,20.074074,24.740741,32.037037,14.148148,22.666667,33.703704,22.851852,22.592593,20.074074,24.740741,32.037037
541,8.000000,0,530.000000,토요일,16.675926,22.388889,32.657407,21.361111,23.490741,20.898148,26.212963,33.333333,16.675926,22.388889,32.657407,21.361111,23.490741,20.898148,26.212963,33.333333
542,8.000000,0,530.000000,토요일,19.203704,22.111111,31.611111,19.870370,24.388889,21.722222,27.685185,34.629630,19.203704,22.111111,31.611111,19.870370,24.388889,21.722222,27.685185,34.629630
543,8.000000,0,530.000000,토요일,21.731481,21.833333,30.564815,18.379630,25.287037,22.546296,29.157407,35.925926,21.731481,21.833333,30.564815,18.379630,25.287037,22.546296,29.157407,35.925926
544,8.000000,0,530.000000,토요일,24.259259,21.555556,29.518519,16.888889,26.185185,23.370370,30.629630,37.222222,24.259259,21.555556,29.518519,16.888889,26.185185,23.370370,30.629630,37.222222
545,8.000000,0,530.000000,토요일,25.666667,22.870370,27.990741,18.925926,26.055556,23.111111,29.361111,35.351852,25.666667,22.870370,27.990741,18.925926,26.055556,23.111111,29.361111,35.351852
546,8.000000,0,530.000000,토요일,27.074074,24.185185,26.462963,20.962963,25.925926,22.851852,28.092593,33.481481,27.074074,24.185185,26.462963,20.962963,25.925926,22.851852,28.092593,33.481481
547,8.000000,0,530.000000,토요일,28.481481,25.500000,24.935185,23.000000,25.796296,22.592593,26.824074,31.611111,28.481481,25.500000,24.935185,23.000000,25.796296,22.592593,26.824074,31.611111
548,8.000000,0,530.000000,토요일,29.888889,26.814815,23.407407,25.037037,25.666667,22.333333,25.555556,29.740741,29.888889,26.814815,23.407407,25.037037,25.666667,22.333333,25.555556,29.740741
549,8.000000,0,530.000000,토요일,31.016667,27.077778,22.138889,23.411111,24.283333,22.116667,24.450000,29.222222,31.016667,27.077778,22.138889,23.411111,24.283333,22.116667,24.450000,29.222222
550,8.000000,0,530.000000,토요일,32.144444,27.340741,20.870370,21.785185,22.900000,21.900000,23.344444,28.703704,32.144444,27.340741,20.870370,21.785185,22.900000,21.900000,23.344444,28.703704
551,8.000000,0,530.000000,토요일,33.272222,27.603704,19.601852,20.159259,21.516667,21.683333,22.238889,28.185185,33.272222,27.603704,19.601852,20.159259,21.516667,21.683333,22.238889,28.185185
552,8.000000,0,530.000000,토요일,34.400000,27.866667,18.333333,18.533333,20.133333,21.466667,21.133333,27.666667,34.400000,27.866667,18.333333,18.533333,20.133333,21.466667,21.133333,27.666667
553,8.000000,0,530.000000,토요일,25.666667,24.000000,19.000000,23.333333,27.666667,25.000000,24.000000,23.333333,25.666667,24.000000,19.000000,23.333333,27.666667,25.000000,24.000000,23.333333
510,8.000000,0,530.000000,평일,0.333333,0.666667,1.000000,1.000000,1.000000,1.000000,0.333333,0.333333,0.333333,0.666667,1.000000,1.000000,1.000000,1.000000,0.333333,0.333333
511,8.000000,0,530.000000,평일,2.676587,2.910714,5.182540,4.559524,4.898810,5.371032,5.327381,5.875000,2.676587,2.910714,5.182540,4.559524,4.898810,5.371032,5.327381,5.875000
512,8.000000,0,530.000000,평일,5.019841,5.154762,9.365079,8.119048,8.797619,9.742063,10.321429,11.416667,5.019841,5.154762,9.365079,8.119048,8.797619,9.742063,10.321429,11.416667
513,8.000000,0,530.000000,평일,7.363095,7.398810,13.547619,11.678571,12.696429,14.113095,15.315476,16.958333,7.363095,7.398810,13.547619,11.678571,12.696429,14.113095,15.315476,16.958333
514,8.000000,0,530.000000,평일,9.706349,9.642857,17.730159,15.238095,16.595238,18.484127,20.309524,22.500000,9.706349,9.642857,17.730159,15.238095,16.595238,18.484127,20.309524,22.500000
515,8.000000,0,530.000000,평일,12.049603,11.886905,21.912698,18.797619,20.494048,22.855159,25.303571,28.041667,12.049603,11.886905,21.912698,18.797619,20.494048,22.855159,25.303571,28.041667
516,8.000000,0,530.000000,평일,14.392857,14.130952,26.095238,22.357143,24.392857,27.226190,30.297619,33.583333,14.392857,14.130952,26.095238,22.357143,24.392857,27.226190,30.297619,33.583333
517,8.000000,0,530.000000,평일,16.736111,16.375000,30.277778,25.916667,28.291667,31.597222,35.291667,39.125000,16.736111,16.375000,30.277778,25.916667,28.291667,31.597222,35.291667,39.125000
518,8.000000,0,530.000000,평일,14.914352,14.715278,26.659722,22.671296,25.495370,28.280093,30.958333,33.682870,14.914352,14.715278,26.659722,22.671296,25.495370,28.280093,30.958333,33.682870
519,8.000000,0,530.000000,평일,13.092593,13.055556,23.041667,19.425926,22.699074,24.962963,26.625000,28.240741,13.092593,13.055556,23.041667,19.425926,22.699074,24.962963,26.625000,28.240741
520,8.000000,0,530.000000,평일,11.270833,11.395833,19.423611,16.180556,19.902778,21.645833,22.291667,22.798611,11.270833,11.395833,19.423611,16.180556,19.902778,21.645833,22.291667,22.798611
521,8.000000,0,530.000000,평일,9.449074,9.736111,15.805556,12.935185,17.106481,18.328704,17.958333,17.356481,9.449074,9.736111,15.805556,12.935185,17.106481,18.328704,17.958333,17.356481
522,8.000000,0,530.000000,평일,7.627315,8.076389,12.187500,9.689815,14.310185,15.011574,13.625000,11.914352,7.627315,8.076389,12.187500,9.689815,14.310185,15.011574,13.625000,11.914352
523,8.000000,0,530.000000,평일,5.805556,6.416667,8.569444,6.444444,11.513889,11.694444,9.291667,6.472222,5.805556,6.416667,8.569444,6.444444,11.513889,11.694444,9.291667,6.472222
524,8.000000,0,530.000000,평일,6.458333,7.273148,10.504630,8.236111,11.495370,11.268519,10.407407,7.615741,6.458333,7.273148,10.504630,8.236111,11.495370,11.268519,10.407407,7.615741
525,8.000000,0,530.000000,평일,7.111111,8.129630,12.439815,10.027778,11.476852,10.842593,11.523148,8.759259,7.111111,8.129630,12.439815,10.027778,11.476852,10.842593,11.523148,8.759259
526,8.000000,0,530.000000,평일,7.763889,8.986111,14.375000,11.819444,11.458333,10.416667,12.638889,9.902778,7.763889,8.986111,14.375000,11.819444,11.458333,10.416667,12.638889,9.902778
527,8.000000,0,530.000000,평일,8.194444,10.087963,13.898148,11.675926,11.004630,9.953704,12.393519,9.597222,8.194444,10.087963,13.898148,11.675926,11.004630,9.953704,12.393519,9.597222
528,8.000000,0,530.000000,평일,8.625000,11.189815,13.421296,11.532407,10.550926,9.490741,12.148148,9.291667,8.625000,11.189815,13.421296,11.532407,10.550926,9.490741,12.148148,9.291667
529,8.000000,0,530.000000,평일,9.055556,12.291667,12.944444,11.388889,10.097222,9.027778,11.902778,8.986111,9.055556,12.291667,12.944444,11.388889,10.097222,9.027778,11.902778,8.986111
530,8.000000,0,530.000000,평일,11.340278,13.795139,15.302083,13.065972,11.708333,10.840278,13.888889,9.767361,11.340278,13.795139,15.302083,13.065972,11.708333,10.840278,13.888889,9.767361
531,8.000000,0,530.000000,평일,13.625000,15.298611,17.659722,14.743056,13.319444,12.652778,15.875000,10.548611,13.625000,15.298611,17.659722,14.743056,13.319444,12.652778,15.875000,10.548611
532,8.000000,0,530.000000,평일,15.909722,16.802083,20.017361,16.420139,14.930556,14.465278,17.861111,11.329861,15.909722,16.802083,20.017361,16.420139,14.930556,14.465278,17.861111,11.329861
533,8.000000,0,530.000000,평일,18.194444,18.305556,22.375000,18.097222,16.541667,16.277778,19.847222,12.111111,18.194444,18.305556,22.375000,18.097222,16.541667,16.277778,19.847222,12.111111
534,8.000000,0,530.000000,평일,18.129630,18.101852,22.439815,17.055556,16.509259,18.458333,23.013889,19.513889,18.129630,18.101852,22.439815,17.055556,16.509259,18.458333,23.013889,19.513889
535,8.000000,0,530.000000,평일,18.064815,17.898148,22.504630,16.013889,16.476852,20.638889,26.180556,26.916667,18.064815,17.898148,22.504630,16.013889,16.476852,20.638889,26.180556,26.916667
536,8.000000,0,530.000000,평일,18.000000,17.694444,22.569444,14.972222,16.444444,22.819444,29.347222,34.319444,18.000000,17.694444,22.569444,14.972222,16.444444,22.819444,29.347222,34.319444
537,8.000000,0,530.000000,평일,21.677083,21.829861,25.944444,18.545139,20.052083,25.298611,30.201389,37.576389,21.677083,21.829861,25.944444,18.545139,20.052083,25.298611,30.201389,37.576389
538,8.000000,0,530.000000,평일,25.354167,25.965278,29.319444,22.118056,23.659722,27.777778,31.055556,40.833333,25.354167,25.965278,29.319444,22.118056,23.659722,27.777778,31.055556,40.833333
539,8.000000,0,530.000000,평일,29.031250,30.100694,32.694444,25.690972,27.267361,30.256944,31.909722,44.090278,29.031250,30.100694,32.694444,25.690972,27.267361,30.256944,31.909722,44.090278
540,8.000000,0,530.000000,평일,32.708333,34.236111,36.069444,29.263889,30.875000,32.736111,32.763889,47.347222,32.708333,34.236111,36.069444,29.263889,30.875000,32.736111,32.763889,47.347222
541,8.000000,0,530.000000,평일,33.654266,34.823909,36.333829,30.106647,31.620536,34.393353,34.434028,49.696925,33.654266,34.823909,36.333829,30.106647,31.620536,34.393353,34.434028,49.696925
542,8.000000,0,530.000000,평일,34.600198,35.411706,36.598214,30.949405,32.366071,36.050595,36.104167,52.046627,34.600198,35.411706,36.598214,30.949405,32.366071,36.050595,36.104167,52.046627
543,8.000000,0,530.000000,평일,35.546131,35.999504,36.862599,31.792163,33.111607,37.707837,37.774306,54.396329,35.546131,35.999504,36.862599,31.792163,33.111607,37.707837,37.774306,54.396329
544,8.000000,0,530.000000,평일,36.492063,36.587302,37.126984,32.634921,33.857143,39.365079,39.444444,56.746032,36.492063,36.587302,37.126984,32.634921,33.857143,39.365079,39.444444,56.746032
545,8.000000,0,530.000000,평일,38.108631,36.957837,36.775794,32.875496,33.851190,37.475198,38.295139,53.927579,38.108631,36.957837,36.775794,32.875496,33.851190,37.475198,38.295139,53.927579
546,8.000000,0,530.000000,평일,39.725198,37.328373,36.424603,33.116071,33.845238,35.585317,37.145833,51.109127,39.725198,37.328373,36.424603,33.116071,33.845238,35.585317,37.145833,51.109127
547,8.000000,0,530.000000,평일,41.341766,37.698909,36.073413,33.356647,33.839286,33.695437,35.996528,48.290675,41.341766,37.698909,36.073413,33.356647,33.839286,33.695437,35.996528,48.290675
548,8.000000,0,530.000000,평일,42.958333,38.069444,35.722222,33.597222,33.833333,31.805556,34.847222,45.472222,42.958333,38.069444,35.722222,33.597222,33.833333,31.805556,34.847222,45.472222
549,8.000000,0,530.000000,평일,41.574306,35.157639,33.336111,31.714583,31.925000,31.470833,35.085417,46.331944,41.574306,35.157639,33.336111,31.714583,31.925000,31.470833,35.085417,46.331944
550,8.000000,0,530.000000,평일,40.190278,32.245833,30.950000,29.831944,30.016667,31.136111,35.323611,47.191667,40.190278,32.245833,30.950000,29.831944,30.016667,31.136111,35.323611,47.191667
551,8.000000,0,530.000000,평일,38.806250,29.334028,28.563889,27.949306,28.108333,30.801389,35.561806,48.051389,38.806250,29.334028,28.563889,27.949306,28.108333,30.801389,35.561806,48.051389
552,8.000000,0,530.000000,평일,37.422222,26.422222,26.177778,26.066667,26.200000,30.466667,35.800000,48.911111,37.422222,26.422222,26.177778,26.066667,26.200000,30.466667,35.800000,48.911111
553,8.000000,0,530.000000,평일,36.555556,39.333333,33.333333,34.222222,37.222222,35.444444,34.888889,38.666667,36.555556,39.333333,33.333333,34.222222,37.222222,35.444444,34.888889,38.666667
510,8.000000,0,630.000000,일요일,0.000000,0.250000,0.250000,0.500000,0.250000,0.250000,0.250000,0.000000,0.000000,0.250000,0.250000,0.500000,0.250000,0.250000,0.250000,0.000000
511,8.000000,0,630.000000,일요일,0.716931,0.960317,2.084656,2.031746,1.714286,1.793651,1.613757,0.899471,0.716931,0.960317,2.084656,2.031746,1.714286,1.793651,1.613757,0.899471
512,8.000000,0,630.000000,일요일,1.433862,1.670635,3.919312,3.563492,3.178571,3.337302,2.977513,1.798942,1.433862,1.670635,3.919312,3.563492,3.178571,3.337302,2.977513,1.798942
513,8.000000,0,630.000000,일요일,2.150794,2.380952,5.753968,5.095238,4.642857,4.880952,4.341270,2.698413,2.150794,2.380952,5.753968,5.095238,4.642857,4.880952,4.341270,2.698413
514,8.000000,0,630.000000,일요일,2.867725,3.091270,7.588624,6.626984,6.107143,6.424603,5.705026,3.597884,2.867725,3.091270,7.588624,6.626984,6.107143,6.424603,5.705026,3.597884
515,8.000000,0,630.000000,일요일,3.584656,3.801587,9.423280,8.158730,7.571429,7.968254,7.068783,4.497354,3.584656,3.801587,9.423280,8.158730,7.571429,7.968254,7.068783,4.497354
516,8.000000,0,630.000000,일요일,4.301587,4.511905,11.257937,9.690476,9.035714,9.511905,8.432540,5.396825,4.301587,4.511905,11.257937,9.690476,9.035714,9.511905,8.432540,5.396825
